,Vaccinated_Idxs,Fatality_Rate_Abs,Fatality_Rate_Rel,Age_Gini_Abs,Age_Gini_Rel,Income_Gini_Abs,Income_Gini_Rel,Occupation_Gini_Abs,Occupation_Gini_Rel,Minority_Gini_Abs,Minority_Gini_Rel
0,"[118, 164, 197, 235, 249, 258, 262, 263, 267, 268, 269, 273, 274, 289, 296, 300, 308, 316, 345, 349, 391, 400, 402, 403, 405, 409, 411, 420, 423, 446, 447, 552, 575, 676, 691, 704, 749, 752, 956, 973, 1000, 1102, 1112, 1397, 1667, 1793, 1814, 1817, 1831, 1832, 1834, 1842, 1860, 1873, 1877, 1889, 2039, 2067, 2154, 2156, 2161, 2229, 2230, 2233, 2244, 2350, 2356, 2394, 2564, 2572, 2575, 2701, 2745, 3003, 3213, 3400, 3402, 3412, 3430, 3724, 3727, 3869, 3927, 3938, 3960, 3961]",0.000198,-0.132864,0.321294,0.076547,0.105120,-0.166131,0.099482,-0.198336,0.103564,-0.218838
1,"[118, 164, 197, 235, 249, 258, 262, 263, 267, 268, 269, 273, 274, 289, 296, 300, 308, 316, 345, 349, 391, 400, 402, 403, 405, 409, 411, 420, 423, 446, 447, 552, 575, 676, 691, 704, 749, 752, 956, 973, 1000, 1102, 1112, 1397, 1667, 1793, 1814, 1817, 1831, 1832, 1834, 1842, 1860, 1873, 1877, 1889, 2039, 2154, 2156, 2161, 2229, 2230, 2233, 2244, 2350, 2356, 2394, 2564, 2572, 2575, 2701, 2745, 3003, 3213, 3400, 3402, 3412, 3430, 3724, 3727, 3800, 3869, 3927, 3938, 3960, 3961]",0.000199,-0.126049,0.323597,0.084264,0.106845,-0.152442,0.105175,-0.152461,0.108579,-0.181010
2,"[118, 164, 197, 235, 249, 258, 262, 263, 267, 268, 269, 273, 274, 289, 296, 300, 308, 316, 345, 349, 391, 400, 402, 403, 405, 409, 411, 420, 423, 446, 447, 552, 575, 676, 704, 749, 752, 956, 973, 1000, 1102, 1112, 1397, 1667, 1793, 1814, 1817, 1831, 1832, 1834, 1842, 1860, 1873, 1877, 1889, 2039, 2067, 2154, 2156, 2161, 2229, 2230, 2233, 2244, 2350, 2356, 2394, 2564, 2572, 2575, 2701, 2745, 3003, 3213, 3400, 3402, 3412, 3430, 3724, 3727, 3800, 3869, 3927, 3938, 3960, 3961]",0.000202,-0.113360,0.318336,0.066638,0.108035,-0.143007,0.101591,-0.181342,0.119971,-0.095077
3,"[118, 164, 197, 235, 249, 258, 262, 263, 267, 268, 269, 273, 274, 289, 296, 300, 308, 316, 345, 349, 391, 400, 402, 403, 405, 409, 411, 420, 423, 446, 447, 552, 575, 676, 691, 704, 749, 752, 956, 973, 1000, 1102, 1112, 1397, 1667, 1793, 1814, 1817, 1831, 1832, 1834, 1842, 1860, 1873, 1877, 1889, 2039, 2067, 2154, 2156, 2161, 2229, 2230, 2233, 2244, 2350, 2356, 2394, 2564, 2572, 2575, 2745, 3003, 3213, 3400, 3402, 3412, 3430, 3724, 3727, 3800, 3869, 3927, 3938, 3960, 3961]",0.000195,-0.147201,0.319370,0.070102,0.110993,-0.119536,0.103986,-0.162044,0.105914,-0.201112
4,"[118, 164, 197, 235, 249, 258, 262, 263, 267, 268, 269, 273, 274, 289, 296, 300, 308, 316, 345, 349, 391, 400, 402, 403, 405, 409, 411, 420, 423, 446, 552, 575, 676, 691, 704, 749, 752, 956, 973, 1000, 1102, 1112, 1397, 1667, 1793, 1814, 1817, 1831, 1832, 1834, 1842, 1860, 1873, 1877, 1889, 2039, 2067, 2154, 2156, 2161, 2229, 2230, 2233, 2244, 2350, 2356, 2394, 2564, 2572, 2575, 2701, 2745, 3003, 3213, 3400, 3402, 3412, 3430, 3724, 3727, 3800, 3869, 3927, 3938, 3960, 3961]",0.000201,-0.119041,0.319930,0.071977,0.107586,-0.146565,0.101979,-0.178216,0.102514,-0.226757
5,"[13, 56, 373, 444, 531, 549, 556, 557, 589, 604, 656, 702, 705, 779, 784, 888, 961, 1106, 1144, 1696, 1745, 1766, 1767, 1870, 2056, 2063, 2064, 2065, 2113, 2114, 2118, 2185, 2232, 2234, 2402, 2423, 2488, 2511, 2567, 2573, 2574, 2653, 2786, 3183, 3365, 3432, 3434, 3457, 3459, 3460, 3524, 3649, 3657, 3679, 3691, 3711, 3723, 3729, 3730, 3748, 3780, 3860, 3931, 3940, 3941, 3975, 3991, 3994, 4014, 4041]",0.000211,-0.073402,0.300471,0.006778,0.139568,0.107134,0.132095,0.064474,0.151968,0.146267
6,"[13, 56, 373, 443, 444, 531, 549, 556, 557, 589, 604, 656, 702, 705, 779, 784, 888, 911, 961, 1106, 1144, 1696, 1745, 1766, 1767, 1870, 2056, 2063, 2064, 2065, 2113, 2114, 2118, 2185, 2232, 2234, 2402, 2423, 2488, 2511, 2567, 2573, 2574, 2653, 2786, 3183, 3365, 3432, 3434, 3457, 3460, 3524, 3649, 3657, 3679, 3687, 3691, 3711, 3723, 3729, 3730, 3748, 3780, 3860, 3931, 3940, 3941, 3975, 3991, 3994, 4014, 4041]",0.000210,-0.079558,0.298302,-0.000490,0.139457,0.106250,0.128225,0.033285,0.154034,0.161853
7,"[13, 56, 373, 443, 444, 531, 549, 556, 557, 589, 604, 656, 702, 705, 779, 784, 888, 911, 961, 1106, 1144, 1745, 1766, 1767, 1870, 2056, 2063, 2064, 2065, 2113, 2114, 2118, 2185, 2232, 2234, 2402, 2423, 2488, 2511, 2567, 2573, 2574, 2653, 2786, 3183, 3365, 3432, 3434, 3457, 3459, 3460, 3524, 3649, 3657, 3679, 3687, 3691, 3711, 3723, 3729, 3730, 3748, 3780, 3860, 3931, 3940, 3941, 3975, 3991, 3994, 4014, 4041]",0.000209,-0.083871,0.295628,-0.009448,0.143996,0.142258,0.130609,0.052499,0.155624,0.173841
8,"[13, 56, 373, 443, 444, 531, 549, 556, 557, 589, 604, 656, 702, 705, 779, 784, 888, 911, 961, 1106, 1144, 1696, 1745, 1766, 1767, 1870, 2056, 2063, 2064, 2065, 2113, 2114, 2118, 2185, 2232, 2234, 2402, 2423, 2488, 2511, 2567, 2573, 2574, 2653, 2786, 3183, 3365, 3432, 3434, 3457, 3459, 3460, 3524, 3649, 3657, 3679, 3687, 3691, 3711, 3723, 3729, 3730, 3748, 3780, 3860, 3931, 3975, 3991, 3994, 4014, 4041]",0.000205,-0.101126,0.290382,-0.027027,0.141471,0.122231,0.129008,0.039593,0.155811,0.175253
9,"[13, 56, 373, 443, 444, 531, 549, 556, 557, 589, 604, 656, 702, 705, 779, 784, 888, 911, 961, 1106, 1144, 1696, 1745, 1766, 1767, 1870, 2056, 2063, 2064, 2065, 2113, 2114, 2118, 2185, 2234, 2402, 2423, 2488, 2511, 2567, 2573, 2574, 2653, 2786, 3183, 3365, 3432, 3434, 3457, 3459, 3460, 3524, 3649, 3657, 3679, 3687, 3691, 3723, 3729, 3730, 3748, 3780, 3860, 3931, 3940, 3941, 3975, 3991, 3994, 4014, 4041]",0.000207,-0.093313,0.297263,-0.003970,0.134896,0.070075,0.128583,0.036169,0.143404,0.081669
