,Vaccinated_Idxs,Fatality_Rate_Abs,Fatality_Rate_Rel,Age_Gini_Abs,Age_Gini_Rel,Income_Gini_Abs,Income_Gini_Rel,Occupation_Gini_Abs,Occupation_Gini_Rel,Minority_Gini_Abs,Minority_Gini_Rel
0,"[308, 481, 559, 754, 758, 805, 826, 827, 839, 848, 855, 858, 861, 873, 946, 974, 1006, 1009, 1067, 1131, 1136, 1197, 1264, 1269, 1347, 1376, 1415, 1426, 1427, 1463, 1476, 1482, 1571, 1867, 1879, 1908, 1919, 1936, 1943, 2075, 2090, 2093, 2094, 2096, 2126, 2184, 2185, 2188, 2192, 2210, 2352, 2446, 2507, 2529, 2642, 2648, 2676]",0.000041,0.000278,0.325673,0.028290,0.063118,-0.149498,0.127105,-0.025806,0.122315,0.121051
1,"[213, 263, 296, 318, 481, 530, 560, 754, 802, 826, 827, 839, 848, 856, 861, 873, 896, 934, 946, 971, 974, 1006, 1009, 1048, 1067, 1136, 1197, 1264, 1269, 1332, 1339, 1358, 1376, 1426, 1427, 1476, 1482, 1546, 1706, 1867, 1873, 1936, 1939, 1943, 2060, 2075, 2093, 2094, 2168, 2188, 2192, 2216, 2363, 2432, 2507, 2522, 2529, 2642, 2644, 2648, 2676]",0.000041,-0.000334,0.323120,0.020227,0.073316,-0.012078,0.113768,-0.128031,0.119078,0.091384
2,"[263, 308, 318, 481, 530, 560, 754, 758, 802, 805, 825, 826, 827, 839, 855, 856, 873, 896, 934, 935, 971, 974, 1006, 1131, 1136, 1197, 1213, 1264, 1269, 1327, 1332, 1347, 1415, 1427, 1482, 1546, 1571, 1839, 1867, 1873, 1879, 1908, 1919, 1939, 1945, 2075, 2090, 2093, 2094, 2188, 2192, 2210, 2352, 2363, 2446, 2507, 2522, 2529, 2644, 2645, 2672, 2676, 2860, 2904, 3285]",0.000041,-0.016454,0.327681,0.034631,0.067885,-0.085263,0.122487,-0.061203,0.122895,0.126369
3,"[263, 296, 481, 559, 754, 805, 825, 826, 827, 858, 861, 862, 866, 873, 890, 934, 935, 974, 1048, 1067, 1136, 1197, 1213, 1332, 1347, 1358, 1376, 1415, 1476, 1482, 1546, 1706, 1839, 1867, 1879, 1919, 1936, 1939, 1945, 1958, 2060, 2075, 2090, 2093, 2126, 2168, 2184, 2192, 2210, 2216, 2363, 2432, 2446, 2507, 2522, 2529, 2672, 2676, 2860, 2904]",0.000042,0.010673,0.327731,0.034788,0.066510,-0.103787,0.120781,-0.074277,0.121868,0.116949
4,"[213, 263, 308, 318, 530, 559, 560, 758, 802, 805, 825, 826, 856, 866, 873, 890, 934, 935, 946, 971, 974, 1009, 1067, 1163, 1264, 1327, 1332, 1339, 1358, 1415, 1426, 1463, 1476, 1482, 1546, 1571, 1873, 1908, 1919, 1936, 1939, 1945, 2075, 2093, 2094, 2096, 2126, 2168, 2185, 2188, 2192, 2352, 2363, 2432, 2446, 2515, 2529, 2672, 2860, 2904, 3285]",0.000042,0.007226,0.325084,0.026429,0.064812,-0.126672,0.118543,-0.091430,0.113435,0.039658
5,"[7, 28, 96, 115, 172, 210, 217, 226, 237, 240, 294, 380, 469, 582, 587, 634, 641, 651, 682, 799, 804, 816, 835, 841, 845, 854, 892, 899, 910, 911, 925, 985, 1035, 1045, 1143, 1164, 1173, 1185, 1200, 1223, 1274, 1276, 1292, 1293, 1393, 1448, 1511, 1627, 1659, 1786, 2112, 2431, 2471, 2483, 2555, 2766, 2861, 2985, 3057, 3072, 3084, 3091, 3118, 3224, 3225, 3266, 3269, 3273, 3287]",0.000042,0.014341,0.334157,0.055077,0.068451,-0.077634,0.124610,-0.044927,0.129282,0.184905
6,"[7, 28, 96, 115, 172, 210, 217, 226, 237, 240, 294, 380, 469, 582, 587, 634, 641, 651, 682, 799, 804, 835, 841, 845, 854, 892, 899, 910, 911, 925, 985, 1035, 1045, 1143, 1164, 1185, 1200, 1223, 1274, 1276, 1292, 1293, 1330, 1393, 1448, 1511, 1627, 1659, 1786, 2112, 2431, 2471, 2483, 2500, 2555, 2766, 2861, 2985, 3057, 3084, 3091, 3118, 3224, 3225, 3266, 3269, 3270, 3273, 3287]",0.000040,-0.038966,0.331022,0.045177,0.052922,-0.286878,0.116656,-0.105893,0.133096,0.219860
7,"[7, 28, 96, 115, 172, 210, 217, 226, 237, 240, 294, 380, 469, 582, 587, 634, 641, 651, 682, 804, 816, 835, 841, 845, 854, 892, 899, 910, 911, 925, 985, 1035, 1045, 1164, 1173, 1185, 1200, 1223, 1274, 1276, 1292, 1293, 1330, 1393, 1448, 1511, 1627, 1659, 1786, 2112, 2431, 2471, 2483, 2555, 2766, 2861, 2985, 3057, 3072, 3084, 3091, 3118, 3224, 3225, 3266, 3269, 3270, 3273, 3287]",0.000041,0.001501,0.325475,0.027663,0.066588,-0.102733,0.126477,-0.030618,0.126881,0.162894
8,"[7, 28, 96, 115, 172, 217, 226, 237, 240, 294, 380, 469, 582, 587, 634, 641, 651, 682, 799, 804, 816, 835, 841, 845, 854, 892, 899, 910, 911, 925, 985, 1035, 1045, 1143, 1164, 1173, 1185, 1200, 1223, 1274, 1276, 1292, 1293, 1393, 1511, 1627, 1659, 1786, 2112, 2431, 2471, 2483, 2500, 2555, 2766, 2861, 2985, 3057, 3072, 3084, 3091, 3118, 3224, 3225, 3266, 3269, 3270, 3273, 3287]",0.000039,-0.047582,0.328092,0.035927,0.058654,-0.209648,0.111162,-0.148002,0.138420,0.268657
9,"[7, 28, 96, 115, 172, 210, 217, 226, 237, 240, 294, 380, 469, 582, 587, 634, 641, 651, 682, 799, 804, 816, 835, 841, 845, 854, 892, 899, 910, 911, 925, 985, 1035, 1045, 1143, 1164, 1173, 1185, 1200, 1223, 1274, 1276, 1292, 1293, 1330, 1393, 1511, 1627, 1659, 1786, 2431, 2471, 2483, 2500, 2555, 2766, 2861, 2985, 3057, 3072, 3084, 3091, 3118, 3224, 3225, 3269, 3270, 3273, 3287]",0.000040,-0.022679,0.323204,0.020493,0.041041,-0.446974,0.119772,-0.082014,0.139631,0.279758
