id,feet,median
sg:98d95dbccd8542dda4194e0bbf073fee,2417,284.5
sg:64c47a22c3b84e7796bf2a3a9645c9be,5444,19.0
sg:00b7dc3b16a34d5e8caca20fd1394a23,1192,42.0
sg:87b6824fec1a4a1fa698dac2291e180a,2750,13.5
sg:07c9ce5a1c5048458351505a7158bc60,12541,60.5
sg:db9d979e023c4cd08a7d73e1668df283,9275,26.75
sg:edcf7f5452304b1cb89865b069f8dfb6,77472,13.0
sg:d1923bb9e1974ce389af112eac33f01d,5008,9.0
sg:d3523547986d4a019c617efbd20732fb,39522,10.0
sg:62b95fefb1b14effa565d709dccc9813,1864,41.5
sg:35239425301b490ebe536e73ac998fe6,21218,85.0
sg:f8d988e72f1a46569cc8323f4e91b8e2,7687,44.0
sg:cdb97de4a5314df0ad07a6afd5627fc0,1810,111.0
sg:74fa035018dd422f9a3be872eb7fc04a,3057,11.0
sg:3a918846092b4831813a6d551ad6be84,24332,14.0
sg:4e7372dccde34359a7aa074e3648b51b,16499,25.0
sg:bde138e44e2a466492e28fdf592e1ee9,28468,13.5
sg:7ab080e06b50429380d4266c8d15aa4e,5649,11.0
sg:0238a7fb419a4eee98b7b79d93e80214,3026,11.0
sg:c9b6bb0fe2b84989b416efd8bfa009a4,8755,119.0
sg:5e646fcdf68a4de597d82bc098852989,16719,41.5
sg:51160040eef04410a820d54d8235d85c,10208,187.0
sg:57efdbd92c8c4f7c81117cb479a0b1b7,3716,22.0
sg:65531d8064bd4e90bc7882620319c72d,6211,189.0
sg:ea124c7c46534069b67e190d9c5af813,7451,31.0
sg:013d911d44fb462cb5881b3d53b101bc,11851,22.0
sg:f9a19274561c442296fa86cd38ed1a1b,11060,137.5
sg:8c9732ac300c4fd5b5c55dc69b4239f3,5383,20.0
sg:ad6bd45ea2314e0fa5a3c2f2d095d73b,5464,24.0
sg:0f8d5384c6d14e6dab686a0aa6bd42de,276641,37.0
sg:8bfab05b18cf42b68c7a002d61e69125,4556,11.0
sg:3c4ba5dfc99347d28f17024b1b757e6b,10980,10.5
sg:f57b1295e4eb4298a1400ba5b7781fdd,258453,26.5
sg:3622e9896d8d471b9292c5d5542bdbb1,2861,69.0
sg:581552480c9a41d48dcd5ff5fd7e4de5,3486,17.0
sg:dee07cb1e6844db7823071eaf659637b,10197,59.0
sg:61f952816fba4e649be8f5e796bc95ac,40414,11.0
sg:301aca7fa42b4e2fabbe9702c0aafc83,3041,16.0
sg:964459ee135448059d04da8124793997,25063,13.0
sg:36059d262b6c4dffa7311b64de10891a,10426,25.0
sg:a82e9494d15d4989a7ee96b818e61354,11191,24.0
sg:04824912eca245239e36093ad3c0ee5f,3087,20.0
sg:383744ce5c0b442db97334fa5df918bc,17828,10.0
sg:d5cbaace46c940e2a527e09811d2b95d,8362,10.0
sg:25f06e3961b4477ba6df3f18670b2d05,2568,20.0
sg:587a7dabe31143bbb220921ac5f4322a,29628,23.0
sg:461868bc829f45f2bd9896e6a0083849,7840,12.0
sg:4c4b8001d6b04e2eacd0730844d13b87,5243,82.0
sg:029d9f2e644142b2970c7dcbf82c0fd1,2439,23.5
