id,feet,median
sg:16761ab494874529b0c907621a7af9cf,10847,12.0
sg:c8afbb6957634f65bcd7898cfd179a93,7831,10.0
sg:3d4e2120c092450ba33ae0f80f8260a6,9510,10.0
sg:2ef3b6800f1f4a1e9aa0ec25bca2fc7b,8696,11.0
sg:dcabf16fe0c040fdb35318df53902681,17639,55.0
sg:ef769f4d2f1d44589451a81d896cf7b3,100412,14.0
sg:75a88143a8e24cebb5be7cf63f9de20d,10816,11.0
sg:f40b5a8da3e04cf8958ec31e9aaae52f,8082,12.0
sg:ffa5580144174d48815fc9e39e44ba2f,6726,21.0
sg:26e19e7f6423424fbee364d045d4ab70,10524,10.0
sg:beb4c0eda8d044d78b3784ff625d6521,10461,11.0
sg:40f36776f013426eb4973f8329cf3b7f,10034,10.0
sg:86cc77d72cee45f2bd6b18ca926dd502,40092,18.0
sg:125adc36668e4ca3b816743d667fddd3,2287,32.0
sg:4992e127212147758de6659063ea726c,8842,15.5
sg:9b1af22e9c95492bbd9712cc65172796,12060,22.0
sg:251403babbf0452893b1df0267516215,15359,12.0
sg:4589a8ed0a2643fc89dff93262dfe0b3,8655,9.0
sg:05f62616f64f49488aea0008b9a97367,17863,118.0
sg:44282b06fe7c4f87b1431df53b41032e,13233,14.5
sg:8a9542cd8613492d82f799ecdab46faa,12804,9.5
sg:6c68dfde2aeb477eba6778918dafbbba,7142,12.0
sg:e6e77b5df9604eb99d5bf50d53b0283b,9485,10.0
sg:96f276a8e2354fa59ad937a9a478eddf,8239,15.5
sg:a2598e70b0f74fd2b7fcec94e0da0a2f,61491,16.0
sg:12b4405aa90144a49d8cfdad330c05b4,76613,18.0
sg:3be1f90e8e9f416385da8deefbf0612c,10646,14.0
sg:5d643e7fa44f4d3484731139acf66e36,460352,21.0
sg:c1194fca53bf4d50bcc46e398b380a38,8448,11.0
sg:73a72f8bc250492baa87194d9474d084,14468,11.0
sg:b28216ef45e04a62a2f3ed52302b15db,3059,14.0
sg:6622f74d6ce5484dbde909ce6bb03c77,10319,15.0
sg:049fb9bcc614415ca114e7e48d0a9672,273979,15.0
sg:54e7339a43de4b02a68a1fe01f05f202,9291,11.5
sg:680b8cb50d2549bda80bf9749e25cd1c,7604,15.0
sg:36f1cb77f1a745e6906eaae0e5e679f9,9069,10.0
sg:0613cda81dd349ea86f80f3dad7a5932,27989,20.0
sg:a00097dea6e44cc3aadb0090ab682f6c,8714,10.0
sg:e1dc946688b447b899a71e88c745a250,5248,19.0
sg:c29bae3088814cd08a0320a1ad41b34b,8991,10.0
sg:6860c9524750480cb4a5c433d816eec9,139636,23.0
sg:8a97f110333149e8b82ed92ba76d7c4a,13305,10.0
sg:2b9976b86cca4990873e7efdc0171836,33830,16.0
sg:78ee8fcb3d1d42bdaad036ba3a62445a,147660,22.0
sg:3dd2f61553c04c519ab26a294f59e4e0,168521,22.0
sg:22e0732e1b4a457ca5743152ad88fcb7,11020,10.0
sg:38b53c114fc348e9ad9eda396f88ac2b,25894,18.5
sg:e439b7811911415db3c20020553add3c,9529,13.0
sg:5393b7ab651a4a89b3a9b913160d3f1d,22275,222.0
sg:0a14632768904edf84cb6d18ef008c0d,11230,12.0
sg:83a004780dc249f894770a97712c4c8c,8225,13.0
sg:69a421e0ee8b4f43850077c8b5629e31,3326,10.0
sg:10a0818954e94b3a9f5db17ad382aee5,10660,22.0
sg:f35fbb69fc5b4711bee971fa9052fc62,6544,18.0
sg:5182cf6040aa40668d431edce4093670,9590,10.0
sg:04bcb7868adf4c0d90b751326265d066,150905,23.0
sg:a92009906f5a44219e0d4a0808c7a84f,8890,10.5
sg:ca303c1abed1493ca6ff99330cc233c9,12756,31.5
sg:236b771ed3184482bd11723775421b3b,4261,6.5
sg:1471874314fc4464b94e35a50ea4d1a0,39440,31.0
sg:434805f8967f4714a711ecd1b9885b54,203858,22.0
sg:81118399cb444b418abf23d43c58a505,5592,9.0
sg:6f5417c4a5f74ac5bbaa49a5caf160bb,10430,12.0
sg:22bb0978f1f245a4842a2ff1a406963e,14845,14.0
sg:bb38fb33f89144d2ad880db4a06969f0,11682,10.0
sg:33aaa5b3bea54009a819cbd1f79025f4,502287,38.0
sg:91a03ca988e14625943072a146248864,57679,15.0
sg:949d0da92442459ebf239f00e713eaf3,3971,8.0
sg:9c5cd5e011c1494da884e16346cd5f66,22087,20.5
sg:13a7229380c0439ebcc84782dabbb0b7,30834,20.0
sg:8c92811d43aa4f23902f75fd51ebc989,9234,10.0
sg:53bbd332362b4576adedb64dfc1a8984,13305,79.0
sg:fb6ae6ef9b1d434e8d0ddab6d0796467,116848,22.0
sg:c4050d7a5c9548d89d0f7aca34b5758a,3723,14.0
sg:c9f3764899c94c60956fe8cc9493a295,6859,14.5
sg:60aa577be31b40e9be7d0d14aa993b95,30000,21.0
sg:f088cab7ec1e485c910394051ca4b4af,9207,10.0
sg:0bf3856e92dd44bfb9033db56715b8aa,54713,18.5
sg:b38ad60af9894589bd9aef67be727fb8,8737,11.0
sg:f163b0bc448a469d885bb86e72a43ed3,9207,10.0
sg:0a80eba645134133a22cbed90c1d0f24,25969,57.0
sg:7b0c2a9968b54619bf95f80d0e6b736d,6345,9.0
sg:06286fe84af1440c92d4d91d5a3c12d1,226484,21.0
sg:088419138eb8435090e28caafc27425c,220868,25.0
sg:671bb98f648f4f0a9a927a62e5a7742f,11919,26.5
sg:312141d0795b413b94880bd1a8f4066e,12487,12.0
sg:359973e9f0db4eefb3d06be1024f48a5,9084,10.0
sg:84c66a1ee0be4de79024a217690b8d04,5585,13.5
sg:fafad53e5d8f446f96710c8b65e7bf39,154704,22.0
sg:b13b5a32fdbd4a45ad718479d01dbd24,13522,42.5
sg:029e67c83f4243c797504a42d33d747d,18641,13.0
sg:dc8a3e5ba0c6481582933009256f2684,71692,43.0
sg:379265a7e5bc4973a06172911a7dd571,181635,21.0
sg:bcf3dfea37334e98a81b36ab641adfa2,8069,20.0
sg:02340e756a144604962503650a240dc7,8389,12.0
sg:cfef3ffb3a4444a6bf0f78115ba22b0b,8577,10.0
sg:97b1b2bef8214480a80c9dd709b77137,9329,10.0
sg:e3f558c843fb4261aeb5692c8a53d7d3,204943,21.0
sg:e9a3a288bf8441bc8214f840f9b48457,173753,22.0
sg:c7843b71cdb7462f87dfa20c7e0c4a64,30956,88.0
sg:5ca9ef6f69ae4975884654b64b68612a,8767,8.0
sg:a7f71db325d3434ea883766d8647a17b,1620,12.0
sg:9c92bf5866e64dd0bf422c9e48079af3,8038,10.0
sg:ca0c907184ee43aab8d1ccf7d0a1a8d1,11785,21.5
sg:5f7ddf0bfb434b1ea62d10863e684531,31648,13.0
sg:3acce5fc78b0428f8c1355a829a7b0e0,216383,20.0
sg:f91953531fae45d5901336bc2147c553,10412,12.5
sg:676a5c0f922e461d8811105f92e6bbad,10861,12.0
sg:a487bd91ca9a4c7e8ada6435b842671e,9647,9.0
sg:fcbea322d38740b2b3cd78a4e6f99919,6463,12.0
sg:d4a557ae76424e468e4d21743cce6959,2748,6.0
sg:13b2a18c20334240a930118708bb3a78,9175,9.5
sg:2dcbb58f3e154a9f8de630092cf30201,2910,11.0
sg:ba3fb698ffe64c758be55b3b380191c5,8047,12.0
sg:7aa3eb732e8646a298826e16e687bd8b,8280,11.0
sg:5edace78015840c48eef3ccce22587e1,12073,14.0
sg:74c8ceaed8524fec9231933f57a0e20e,8110,17.0
sg:4a9c3eab90e94615965c368105693519,10910,11.0
sg:4afe2b2ee9614f42870a550f6045f3d7,9066,11.0
sg:513cd2e08f1647e28fcacb64c5f6f8e1,9153,10.0
sg:1261fdcbefbc421e8851bb03679679a7,10258,16.5
sg:e8a8c1febf3d4c8eba345bb8e94d0400,12058,14.0
sg:119a47082a4a495a866a598b4e8a3917,7632,12.5
sg:a1fa4aaa74854ed59174150c5a8dcaef,31171,14.0
sg:2a70004f90bd4183b46c51749a1b042f,10291,10.0
sg:38ca55f3496241fdaf43ea171e5fd98d,120434,19.0
sg:dc87f8ef847b44f59b55772d4342a2bb,42728,16.0
sg:16397f9a223c444fa0374abf49d58f23,190698,23.0
sg:c8db194818544ef9bcd44f700bcd919e,14510,35.0
sg:752820dea7c546b18c8ced8875565a73,136692,21.0
sg:ce0df90ede8b481d983f3056bd416d22,39299,41.0
sg:7e139bf760174c059f090c52abe2026c,13819,11.5
sg:25af9de31dce43f699888072945e270f,8621,10.0
sg:9fa95af0e80040b5ae3d7c9a0d2516c4,9520,13.0
sg:da55f9d83ddf4a1ab750d6be14aa092f,64763,123.0
sg:6e14e38ec615424e9d49d4a5de583118,80321,26.0
sg:3b409a18aa854395adec366135f105a6,5665,11.0
sg:583f84b9b3564d38a5b89bafcc4b03a3,71065,15.0
sg:98bf5495bdea4b66bb8c2bb5dfbd93cf,10216,11.0
sg:2c283573797e4f7f9219122b059bdf9a,15937,14.0
sg:9e4272a61a7a4d4193dd65a823755467,138376,21.0
sg:a304fbc59772490495340c83eb5e5e32,13305,11.0
sg:bb49f77a16d34be9a5a668fb19b2a825,36824,11.0
sg:0cace1fb1f85492c9ea2959abb9fb0d0,380610,22.0
sg:058e24601ab845858b8eb2b35d1dd195,9476,11.0
sg:fc7818ff1eaf410f90eba03abc8848a0,4443,10.0
sg:0508fcc3af034f0ebefde75fc64ae332,9858,18.0
sg:41817ffb0c5e420c970c45a72421ec32,7906,14.0
sg:e0861d8315af4cf08c21682983a63b07,9336,10.0
sg:5c4cb9e785c04b609657bb28a0706678,13638,20.0
sg:1d1e1c251b624332a516fde6bef816f3,20327,14.5
sg:1450872c3b0a4207a780fcd58426063c,2756,15.0
sg:e8eda6d198ad42f2a5bfe108965439aa,9854,11.0
sg:21ed99d2d61f40a2b9e2d32ecbbc7473,9102,12.0
sg:ab6b36777c3a4382b4da7ac626ebeda0,8116,10.0
sg:beb2fd73ddce4ace91256f42523d7b66,2006,54.5
sg:0681686be9fb4643bd8b977dcf6906e7,9459,9.0
sg:48debbbc54844611a2f635b94aa43e41,130000,22.0
sg:6b85e3457c7049dfbfadeb4afcf987f0,4519,39.0
sg:0cb68679d462423c96a5153852ccb73f,213870,21.0
sg:40ddb7b7399849849eb72500fe800add,17621,16.0
sg:31da5818c92b41f8843a56a51244e8e7,14087,17.5
sg:ad25cef8a25544aa865be84e7f4d8602,158157,24.0
sg:cdd58b0ebca94c108830180f86cf7cfb,9101,11.0
sg:1ff612da09a74e6fa1fafcff4729fa95,39197,17.0
sg:070832695fc347af8c5179606ba1f036,8708,8.0
sg:a27bc577b17e4d72aaf1dffb7709b32c,17680,10.5
sg:4afaa8a9de9847e39b1eda4fb9ca8d1f,190775,21.0
sg:92ff19fde3fa43ffa5febe1ce1fa2785,9000,10.0
sg:08193a6838394da4a5135ebb754a2cd3,4939,14.0
sg:99c265cb1f8e4a02985bea0457b13eea,10811,12.0
