id,feet,median
sg:2acaf6cea3fd4de4bd9eb4ad5172904c,11162,13.0
sg:e4291d8db3aa46e1ada8c1c32771e86d,185196,29.0
sg:7344c404838549d7b5ad783c7cbec51e,9110,9.0
sg:b439f01f12a14bcebd21613e111b4146,8784,11.5
sg:b846f2901bdf400dab6e17f93366d65f,7918,18.0
sg:7e64375b37574f2fa9a2113f4f08c2c3,17388,16.0
sg:ddbcca4738564527b8074cd1ad7497ac,10376,11.0
sg:97e2bd8625ff42ba94104508e5ab3a73,9744,10.0
sg:3b2293f11b564137af41f7eedbbf2697,9208,12.0
sg:db8552049aee4afd828d7d9a30d671b9,132256,24.0
sg:860ea4b87de640d394df7cb7cc7e8489,11084,11.0
sg:99226a6b6bea40918819f793511f326d,7888,18.0
sg:5e7e664a67d540d9afd2550c9c0d319d,99306,36.0
sg:55c8f13a5c0745a18bd48aa585fa2306,8591,16.0
sg:e0c9830526534807ae6a9555958f9ae4,1074,94.0
sg:a6b5f543686647ddafd1f998db2e459b,2817,12.0
sg:a3cf67259df844d69f5c95ce38be3d7d,134785,21.5
sg:6b050f334bbf4439940e67f2304f00ec,4466,83.0
sg:2c262095895a435da9b41071bd846830,9077,22.0
sg:ed9f5a8c200c43e8a810f58073886325,26015,15.0
sg:65d37571508541f8923aa2eb83f8c0d5,150425,20.0
sg:364f4025949e45799dd23a39312f675b,112617,25.0
sg:0afcb7efe9db4c1392f3514c648cb9a0,30286,15.0
sg:92be925c53cf48f1ba29cf9b20e97d77,4253,45.0
sg:ec3fbf91785c4fbcb9be56930a1c75e6,5704,19.0
sg:e54ded44903c4a7881de3a09f32c160c,6717,19.0
sg:d15771e2410449d8a4abe0140e10e8c9,8820,12.0
sg:abc83d1f1893477097db63a9bcce3461,7062,26.5
sg:abe7c6fc9173415da2f3dbd2acaa96d8,3847,20.0
sg:8f88bd2dd16c49d886d4a7ab1e8f32bb,9395,13.0
sg:1aa5fe5496c947fca757de4ac86d662a,9749,11.0
sg:a38daea1bda04a858d9117e35d64cf11,19963,73.0
sg:8dd9f6940d29442da5a1f9fe4399e8a4,252957,10.0
sg:25d711eea0c74b24bb649d10db493fbc,16798,17.0
sg:b7982ab12a0148c5989f8982269aaa82,8702,11.0
sg:934f75a4fb4b4e4b8734e7e2fe7c43ba,8742,13.0
sg:71c7ee5b20c84e888b1af86d94ed53e1,7298,16.0
sg:25794364cc35445d81230447dae58389,9410,15.5
sg:d7f2e321cac94c9bb7bceda2a8e60897,9868,20.0
sg:8be19427be904ec2bd051b4b4ad13efd,10317,15.0
sg:80a1e304fc814a3b9e95881ef47735c0,2093,14.5
sg:a952a519585a49f5a22ae0c55fcb3106,9420,11.0
sg:7a160a31ba8e49038d4018680f8bb329,4288,26.0
sg:b1920f069f2c49c5a2d925ac74655e74,7428,17.0
sg:32d9e40ff4c14145b23ecbba51279837,14699,8.0
sg:beafec57fd714976babd12dc290949f3,12766,11.0
sg:5c72f41c2ec94220bfe1e95a74069ef2,22251,10.0
sg:e3b2bbfac5734449aab6b9518b51cddb,20176,15.0
sg:4d8b5adb27e948b6874e11c0432f878f,11342,10.0
sg:c68dc1366a13462e9dc7256da5fc3545,26622,12.0
sg:f7045363e0634d388c9449d091a358fd,8521,10.0
sg:6285397c71484c938ab938a478b5b365,31172,20.0
sg:0762af9edd5b4120ac1fc389ca4cb2c3,16498,12.0
sg:bcfefd478341481da9696731f5c282d4,10380,10.5
sg:61d4b40540a04ee896157881edcf874f,758,25.0
sg:186632da19274ec3a9384030deb0097e,15698,15.0
sg:ee7fd47d82814cb6b3586b062814b99f,9878,21.0
sg:a29de6df31774e9f8ccf42ed4f7e33b1,6150,21.0
sg:65a26c3110ba4316a11c72861842dee0,8968,18.5
sg:883c6349ccf740338bb52e3d25aa8ecf,20547,494.0
sg:c469b21120fe466d8ed7efc4847ff2d8,6799,21.0
sg:b910fd1a456d45648619541bb0f87a39,11404,42.0
sg:dd9e0514964d4257b67e374f3dc4c8fa,95896,21.0
sg:1194389da91e446bbf3136f5a803c6bf,10407,19.0
sg:e5b389843057423c83f73e1afd5b337e,10574,13.0
sg:d5052581acb545fa92c8a713dac4da12,11846,10.0
sg:5852a4c7611245fb852f551eea5a93cb,7607,20.0
sg:0077401f8c134eb6a83eb8ca4280f987,8109,10.0
sg:2aa58ccc713e4dc9b1b81550cb62ec80,9397,13.0
sg:ddf360de84f045249d151cbc2b7cd514,10061,11.0
sg:6094f0948ba743e19cc31986d57c2088,11684,16.0
sg:ad5af4cfe840481db3df72fb639540dd,4051,20.5
sg:545f58f3fb574959a7270164ec2cf010,15040,11.5
sg:7370b45e28a44c3282fcde443cc26663,773,25.0
sg:7a5594da517649998cd983a641df1eb1,21182,15.0
sg:2512446b3aa6433e8181075ac3177759,15467,13.0
sg:136d6e401ad1400e80d2c96ca8266a8b,7242,19.0
sg:37be38fb474640eabcef4ffbb0020526,114542,26.0
sg:0f37434466554db8a7ef637963217d4c,12168,29.5
sg:6b3883bf20d546e1b8dfce53467c8624,44402,13.0
sg:46d62bcccdd042bdba1627b5843f0806,107079,18.5
sg:01be21d55bd949728bdf7a6df18a5ea2,8911,21.0
sg:ed1de253dc5245f68b1496ea70283ce5,6430,15.5
sg:047c879ebb554e519784e6ef10c443f4,10252,6.0
sg:e08ae807883348cc863e0ce2bb9c6abf,8700,10.0
sg:a630b3b98c27411ab6b8a5155a9ce249,171483,305.5
sg:c97f2eef849c4ea6b93899982153d9f6,4735,14.0
sg:92922a1d9f0d4a6cb337115143c744b8,5979,11.0
sg:e2d5be77ac104e289ccaa6bb4cb0cb61,12274,12.5
sg:3376a2dfbcdc40c5b31d0d97163e4df1,13649,10.0
sg:24be612c81ae4c5e86218b45272fba06,7011,11.0
sg:c30e5896d67f4a9cbdc4d24ed86c106a,10412,16.0
sg:a97d023308e34c8aa1217dbd282097a1,13305,30.0
sg:73931153e0aa48e1bbdcfb0ffbf5aaff,433988,26.0
