id,feet,median
sg:6450b0fc86734ca6a0efd2699fc511da,8488,9.0
sg:900a48eb16a6414daa4803565ed8f82a,564073,24.0
sg:aff0512c542f43c29770268d86d27a36,9477,10.0
sg:d464f30f60654f3eae910aeab731e7d6,29875,29.0
sg:afef180b053b427189a69670645887af,4827,8.0
sg:3889d25f458f495b817e6da12c9494a0,10714,10.0
sg:9246ae2379184d2abfd5c039477476dc,16421,26.0
sg:aa76a1a1565e4062804e8560a89b5758,8991,20.5
sg:427080be4c014bc5a4a68c601878ef7a,5778,10.0
sg:42e32014cb73492e87c6362c1ba511e1,480494,23.0
sg:5efb5e01a1704b8998c8ec69ae9dcd65,562776,23.0
sg:5c8f3af3b1da4094b969f8f0d4cfca21,11722,15.5
sg:549ba7a40dd147c79a025e8862ccf457,49630,12.0
sg:e208e7748a994233ae30346a7583efa9,151598,23.0
sg:e09efa67cb02441a84b1c17cea0eba91,7682,9.0
sg:5903e768d7f44694be65cf615e41dea0,9639,9.5
sg:406452cf2a71458a84d3f651ba21fb8f,7152,9.25
sg:d1703e9561d144aba69d1d00aa82885c,38790,21.0
sg:673848c87e10495aaa343ae19f3dee0b,12344,13.0
sg:a82a4a693c984980952003bf299cad20,6491,15.0
sg:d7d91155fcd1408c9d1fc39e8d8fe183,11475,13.0
sg:a27ab9cecfd84385ad75fc6e1fb0c86c,6802,10.0
sg:fc4457eed10348b78f662c7d7b9dcc0d,9057,10.0
sg:90bc854e119947bb986a5646ea96a3ef,8920,10.0
sg:4b6aea66eb694f07ad404b383f5b362e,8629,11.0
sg:cd6bf4f9823e42b18fa36c93c32454f5,144138,22.5
sg:b3b6e276a31440579a8b293aaaba0f5a,8721,12.0
sg:7dcd780b08c9483395eef429b364c860,207162,23.0
sg:96417d1c2fe9472aa60444f98a994a46,641117,23.0
sg:fe1c96d4fcb4416f908b38c8470d958f,8372,11.5
sg:bf27ad2a18ce4cb390bfee2c0245ace1,9166,46.0
sg:b2313320850d462293b029b614fbd286,2550,131.0
sg:3c17a3b722c94afbb55b38a309218dd6,142387,22.0
sg:ca979d1d568f4b1c9163318a2b74114d,12946,11.0
sg:f7c281f30c9949438fa734ffd3b7d3dd,98308,44.5
sg:de7f2dd966ea4ce6943fff810c7d4ad9,9594,10.0
sg:a98f7d48e6904c6388ba06c22cf828e1,3945,59.5
sg:574ef81f622a467c88c50b6149d5ac4c,8241,15.0
sg:a63d6f06e6924272852ff6d5917100e1,13305,92.0
sg:9df7fa9e654444329af449edec4d90db,12796,12.0
sg:fbf68c5d8adf4c7f87c60c67900b8041,17518,13.0
sg:0b1209c589794534adce4549281d2f8e,28559,12.5
sg:8296370ffa1d439b91332a104e33a7e1,13097,16.0
sg:1ce7889c59804a4e8d8a4f0c1d93e188,88684,22.5
sg:811700ce1226463dbcf6d6ffb43e2c42,8513,12.5
sg:f2bd85d7abf342eeb57d6d44b229839e,4562,20.0
sg:e7aeac85e21048518d399b6e31298e97,84250,25.0
sg:e1437f1fa5954423a75376b19b15be42,38492,72.0
sg:7a02c18778694ba887ce1c80c70484d8,36539,26.0
sg:235871752f8f40d2b915116cf951366e,58805,21.0
sg:143af49faa8241669f5d02fe9126becd,150741,26.0
sg:28255fd5d9e84f78b45e4f10a6ce9fc6,11533,11.0
sg:db5e0552bf5c41c196b9a6673a064adb,10305,13.5
sg:0906d0de1ee348dba23b6599ed929e8a,32531,15.5
sg:45bf13cda6da4c43901b458ac4b2c12d,10829,13.0
sg:62a1a8e642a54b0988f864f2fde31e52,8533,10.5
sg:a7f422cd57504a98b8fae9e8fc9ab2ef,9809,11.0
sg:e54c7234529e4dac98cc08db5cd957b8,13305,10.5
sg:02a390cf26de419890b7128ffe23c33c,1618,8.0
sg:361ccbf191d54eda8eae65aef4d7b3bc,10430,10.0
sg:1785f1a1875b4094a1c5a5b23fd1426c,7635,18.0
sg:6d9a2db325674017b939c5fd40df4fef,14198,114.0
