id,feet,median
sg:52bb2fe9f44d4633a0a4429b59afba4e,2661,60.0
sg:cb2e4c262e8d4b7585b12b8f92f07d01,23828,21.0
sg:452196e6d29143ea91e37fa18cafe76f,11624,23.0
sg:e65651fa64924f6b8ba852547847f39b,223501,25.0
sg:fca84ce89270424084ef6be228f6b9ca,9703,11.0
sg:9f1c7e9bf8d0494f8e84b322775f4bb7,97581,29.0
sg:324ea808bf52470c8bc205f9c9a18f7c,7586,17.0
sg:060d3674f9be4363ad2d69404ec9d528,398526,24.0
sg:8e6b4af09692414ab1d8b3f6bd2674c5,46507,65.5
sg:883e73c23a0041e683cb6cc74b464138,9275,16.0
sg:a60c3e495b4d4ea28c0e893f500e3568,280275,22.0
sg:90274b4bd48a4337acb4d88c4f2100f5,96274,33.0
sg:5e1daa5f14794748955e6fe873c1bef8,36579,20.0
sg:99dd39b01945421e98efb7e54eaba86f,2138,124.0
sg:c3ba63c987d34f93865ee32188de4b22,23678,20.0
sg:c0d60425e9f44ff1932bd32ab3268599,100288,58.0
sg:fa003ebf6fa0400787be2ce7b66d7fa6,14898,22.0
sg:7d5e1b3323d54d34b9cf41c6d2705ba1,6518,14.5
sg:ca8b4da869ba4c4a8aba6e07a26b6aac,1922,10.0
sg:04564372919647e08485e812735215b5,11499,62.0
sg:b197bf7433e9415bb042e781e12f2433,13062,18.5
sg:c1e699861deb45529d43dee88cc0db43,8487,13.0
sg:17a652dd4c754fcbb3942521d2a3a663,15035,17.0
sg:214cb75e11784ca483275f60686e70c2,8499,12.0
sg:aa54566d4107447a9f24bb6cdbea0727,8248,12.0
sg:80b0ab5d66b24f1792a3a87a97d113ac,2555,20.0
sg:3b8201a2aa6d4dedabe773c094134de1,57024,21.0
sg:d8fcb6fd99fa48d48f77ae9f0923fa35,135132,12.0
sg:a67461776c1f454f8145361d14925e9c,11216,64.0
sg:6c6cea53359e418a8bc81f5d54bdf310,9204,12.0
sg:dcc4e573d75d450db25d1f49c89c033c,16719,215.0
sg:5b8eda30b9ce416498c860f2a59d3440,6779,22.0
sg:cca6188c1e864421832193a5973b21f9,10743,12.0
sg:f1167bb3633940a693a0bc754512e433,8570,14.5
sg:19eb1380cc8a4ad68bde128cce0e0a23,5583,15.0
sg:ed886632408c4822b4554ed641d97c9b,8256,16.0
