id,feet,median
sg:fd5c91379d394a50a208f0cfc1b26445,22016,11.0
sg:c7483f37fa3c4bb8a024c9fb92f42c5f,2913,11.0
sg:53be3f7469974cf29c2d5af91d624945,8136,12.0
sg:ec0d9851aedd420f89a6732570df8e15,8698,10.0
sg:1a4fc3bd1163477c9e2615fdfde08224,9594,12.0
sg:f6cc2b95523f4a26870049f6aacab185,6763,10.0
sg:5fc074b1bb3b4763a62d32f95ab5b73e,52900,34.0
sg:9978878411c5495bb7f9a40a79a9e5fc,216563,21.0
sg:e09e1278dfb7485c9527ed6b5b9550c3,14304,16.0
sg:44f3c041ca004f7ba5f4dbc0a53fe967,38933,21.0
sg:4f356a81d76c433581b5a653d9fa6abf,9502,10.0
sg:049716dab16d4dce94f0b03442a32b5e,33127,18.0
sg:fd1997d010af4d7299e02ff4bd1a006b,9811,10.0
sg:07e1ba3bef074f6cb3a5e99b7973e63a,29828,19.0
sg:1443c1ebb7dd49a1ad9d10f3cc2b2c95,9586,11.0
sg:8f71b4038e5442cb881d6e0c8396b3a1,5175,13.0
sg:98dc9373b01c491684a62a789b719044,7016,20.5
sg:db1ddab9fc1a4e4e933b51607edbd0e0,690228,22.0
sg:0cc365821e1f48fe8feebcda809ff29e,35141,15.0
sg:8e5cb089c48b48ec971caf9df5ceff7c,8658,10.0
sg:856182c436884ef79840f1e30493fab3,214682,22.0
sg:61f28d3cc43040de8fc6df56bf50703d,24133,17.0
sg:63f186fb56b340dfbb4965c78164096e,8978,13.0
sg:5b8a6a84f8c1429986fe87c8e8b6da14,32815,13.5
sg:0872bac45ca648b296d70c450c0629e7,13305,50.0
sg:1493229834234816b9d5e4c3eab7ec92,5923,14.5
sg:076f0be9ac714d519732066ead8f4e9a,2685,11.0
sg:8a5f47fd631a4b5fb7bc99472686fb1b,7919,11.0
sg:bf29f51e19744e0d8d186115b3223365,45551,18.0
sg:9d1cf862662a4a2a97ff5292220c1a22,5241,14.0
sg:9fafa20ba71540ccb6fbe3f9568d8556,11965,13.0
sg:1e65c40a77084d4f8985e8741cd69a8d,9926,10.0
sg:d4b4f5304e8748a59e9a32f199c6a36f,9466,25.5
sg:46c44e4a7b184fd19759c0c87a22a32f,8093,21.5
sg:746e1c452e3d48c193b08b029bfd3198,9457,10.0
sg:a20f552885b6479383289cd839cd4d50,10725,12.5
sg:3fb52c571fd84d7ea9b3a8f80acd1303,19236,15.0
sg:e1633e6697674beb8b3505277b573367,11446,14.0
sg:50a2693559174ab5b775d3f9bd06268e,38090,14.5
sg:b0614bf1adac4a42a24f4bb2da058e5d,13305,12.0
sg:850bd69772524306a0e6437488574b86,9699,10.0
sg:a05d494e2d7440e9ac7380e7af57a2d7,30456,13.0
sg:9815c7cbcfa14dedbd537b9a493b5e5f,3134,11.0
sg:595420555cff4ae3ad64cd11e56c923a,7697,11.0
sg:90a6b483cf4d4e448c75378a3e6999ea,131675,22.0
sg:86668b6b2f9d4f6e8946175f4a34221b,10865,18.0
sg:e4e837c1bbbe4693b7998a4a0b06be43,562644,22.0
sg:a7065eebcef642e18bb08af50af3190d,7927,11.0
sg:443eda3728414ce3b6205a29a7d3ff63,10311,13.0
sg:3c0930099e5e43228eb570418b98f89c,9784,15.0
sg:715a2ef3d84f486aa5b3c435b0b1cefc,214896,68.0
sg:bb2a8a554e7f4b29be3a7337225000a8,8544,16.0
sg:85141c5261214ffda77a4609ab5effaa,17152,9.5
sg:0dc6fa77088a445898004e0657e7f641,8669,11.0
sg:ba9d3110f09d49a892cd9506bbcc26c3,8092,13.0
sg:81b5687b1ba74136aa4ebc917203fd97,28942,41.0
sg:7953679df40c4a759e0d07e6de00a6bc,19048,20.0
sg:7827c5f03b894e5098d83d08ea8507b7,31401,11.0
sg:3fab443ae8e34289a768d9d20e95f07d,15046,13.5
sg:7a2d6eb3ea474457b4352a658c2ec29c,9388,11.0
sg:51d5a15f471b4b4e94fa457c215d451b,7810,11.5
sg:6923af8a268248be9eee16cfbaef77fd,550,87.0
sg:754ba6b3afe344ad8954be8f2153fd47,40199,19.0
sg:7b26bbb1f89242a081dc9ad8463d2ca4,7699,10.0
sg:971bbd91f00448c2b63362492f6b0cc1,6218,11.0
sg:d9a8cbc0741f4bfe80d71381f6f63a09,29602,22.0
sg:c9264ec3173c4c24b925838c17f55c48,8064,12.0
sg:b21f006b2e64421b8f3acd5bf287cbd8,153461,13.0
sg:556e43349e464c7c81115ea2829cdaa0,9656,10.0
sg:ff9a35640fba45498e0d4cf2df835cff,6654,11.0
sg:105d13ccc1c54050b53514fbc7622c48,13305,29.5
sg:e9340c96d0fb4096a1663297572ec1a4,47342,14.0
sg:84d7a041523e40269533040ca2f22054,37280,19.0
sg:657ef04fdd9747fe99c56d84feeca994,8936,18.0
sg:fce584e30e9548cca0a33ba6c682cdf7,27098,35.5
sg:f761937a3c5e43c3a3200cd79eea1806,8531,12.0
sg:b35cf234609c4cae9ce1d85b4b41f5ad,32273,20.0
sg:c14c3e7ca14b42109964aeea0322373d,8951,11.0
sg:47b16969194e43da9645d261e4e955d3,8962,11.0
sg:52e85a7b8bdc4424b12553133a378f00,10934,15.5
sg:428d209f7b7945ff9d8a0e70ea6e6138,7290,47.5
sg:f18ffd6a46f14e94b54602b4a994d224,8802,11.0
sg:b056701dc6c24816a5a2bd999f494feb,8287,10.0
sg:a579acdcd7f54859ba184c0252f95fa8,8371,11.0
sg:6a378400dbab4bd0837b4bf20423c2fa,7012,15.0
sg:989b60354d2647a7bf7ffdeaa3ab8262,10312,10.5
sg:35b10956b91745cda1dc890f643b9974,158842,21.0
sg:b94c4801beeb4648a192c17185e1a298,2705,11.0
sg:9577a32a50914d5595d39e67514a601d,8466,53.0
sg:63161f03be644af8b6b07d65e9a7273c,11612,16.5
sg:3350bcde73df4da8a6f62759dcf458c3,10460,10.0
sg:7e8c17cf0f884ff68f7f155f2b8bc051,15380,102.0
sg:2db3f964bdfa45dcae7cbcaeb2fc832e,9610,11.5
sg:63d5c573b2524024b739ccc3e223acfc,19160,114.5
sg:7ab8d60f263a47e1aaa303457c10c5a1,10256,15.0
sg:786fe3d494a240568a64fc7169890423,9026,10.0
sg:b66b2714574b4bdf8f2494ec08577762,11175,11.0
sg:ff276d62a43c4a938205995d60ee0c98,7440,16.0
sg:0d97be5ca1cd4b9084740b6f340b1ba8,14250,10.0
sg:e16d3d198ade4076a5e76faea5a31c96,25919,23.0
sg:181dba15344a44eaa1a071d195ba0970,9354,12.0
sg:22b482e457924bcaa3df226850c3cecd,4706,20.0
sg:4ad5d4493aa14e478adfbacaccff628a,10912,22.0
sg:e04ea696333c4d25a29eaa3bd23b9573,2474,13.0
sg:097b0bedc4c84006a67ad3de8cdb66d9,22336,10.0
sg:faf2fcb842944cafa7ebf97ca9d0a2f5,9047,10.0
sg:0c11b729030e41428a561d30dc5df525,166710,22.0
sg:9fbf1f0fcb0a4f0aa48bc225960f68c2,7781,12.0
sg:c6b5b937e2af4046a0b2480980eb66b3,4892,14.0
sg:2d7fb027cc2d4828b91294f307660494,10072,13.0
sg:1f7cb8e2a3684c27a2ea489d4124c967,9151,10.0
sg:26a4eddf0ca149deb23144e3504d9323,5179,42.0
sg:95d441e4e81447b5bcd3f9f6dd2b9b03,2904,69.0
sg:54aa5cc24bc84e3cbae38b048d6b2314,27148,11.0
sg:7e7dcfc7594d4fbdbfc75ecffb831afd,3890,24.5
sg:75874a72bc934da38ad6b3e93a0e01ec,9784,12.0
sg:80eb6eec9b7f471b9be26a172118a61f,270685,21.0
sg:89802e75435c43df8ec2c8b1bdccc810,8599,12.0
sg:6b28b58b87074dd8a8b810eb29967e0f,9769,10.0
sg:94f4ff612f53434f8e8fb20526de2480,10359,13.0
